URL, number of outlinks
https://www.tudn.com/casi-le-arranca-la-cabeza-canonazo-de-cowell-que-le-pega-al-portero-video, 71
https://www.tudn.com/futbol/mexico/resumen-sin-despeinarse-mexico-se-impone-3-0-a-honduras-video, 68
https://www.tudn.com/futbol/liga-mx/ya-no-conoceremos-el-once-holan-y-su-rotacion-son-muchos-partidos-video, 67
https://www.tudn.com/futbol/ligue-1/ronaldo-nazario-kylian-mbappe-comparacion-estilo-juego, 67
https://www.tudn.com/futbol/santos-de-guapiles, 76
https://www.tudn.com/futbol/liga-campeones-concacaf/tiro-atajado-disparo-por-valentin-castellanos-video-2, 71
https://www.tudn.com/futbol/liga-de-expansion-mx/tapatio-mantiene-el-liderato-tabla-tras-la-j8-liga-de-expansion-mx-video, 71
https://www.tudn.com/futbol/mls/perfiles, 84
https://www.tudn.com/futbol/liga-campeones-concacaf/cerca-mathieu-choiniere-disparo-que-se-estrella-en-el-poste-video, 71
https://www.tudn.com/futbol/uefa-champions-league/yt-resumen-atletico-de-madrid-vs-manchester-united-video, 70
https://www.tudn.com/futbol/uefa-champions-league/partidazo-ajax-y-benfica-empatan-en-la-ida-de-octavos-de-final-en-la-champions-league-fotos, 106
